journal	IF2023	quartile2023
J ENVIRON SCI HEALTH B	1.4	Q3
J ENVIRON SCI HEALTH C TOXICOL CARCINOG	1.2	Q4
J ENVIRON STUD SCI	1.9	Q3
J ENZYME INHIB MED CHEM	5.6	Q1
J EPIDEMIOL	3.7	Q1
J EPIDEMIOL COMMUNITY HEALTH	4.9	Q1
J EPIDEMIOL GLOB HEALTH	3.8	Q1
J EQUINE VET SCI	1.3	Q2
J ESTHET RESTOR DENT	3.2	Q1
J ETHICS	0.9	NA
J ETHN CRIM JUSTICE	1.3	Q3
J ETHN CULT DIVERS SOC WORK	1.4	Q2
J ETHN MIGR STUD	2.8	Q1
J ETHN SUBST ABUSE	1.1	Q4
J ETHNOBIOL	2.9	Q2
J ETHNOBIOL ETHNOMED	2.9	Q2
J ETHNOPHARMACOL	4.8	Q1
J ETHOL	0.9	Q3
J EUKARYOT MICROBIOL	2.1	Q3
J EUR ACAD DERMATOL VENEREOL	8.4	Q1
J EUR CERAM SOC	5.8	Q1
J EUR ECON ASSOC	3.9	Q1
J EUR INTEGR	2.2	Q2
J EUR OPT SOC RAPID PUBL	1.9	Q3
J EUR PUBLIC POLICY	4.6	Q1
J EUR SOC POLICY	2.7	Q1
J EUR STUD	0.6	NA
J EVAL CLIN PRACT	2.1	Q2
J EVID BASED DENT PRACT	4.1	Q1
J EVID BASED INTEGR MED	3.3	Q1
J EVID BASED MED	3.6	Q1
J EVID BASED SOC WORK (2019)	1.1	Q3
J EVOL BIOCHEM PHYSIOL	0.6	Q4
J EVOL BIOL	2.1	Q3
J EVOL ECON	1.3	Q3
J EVOL EQU	1.1	Q2
J EXERC REHABIL	1.2	Q3
J EXERC SCI FIT	2.4	Q2
J EXOT PET MED	0.5	Q4
J EXP ANAL BEHAV	1.4	Q4
J EXP BIOL	2.8	Q2
J EXP BOT	5.6	Q1
J EXP CHILD PSYCHOL	1.8	Q3
J EXP CLIN CANCER RES	11.4	Q1
J EXP CRIMINOL	1.8	Q2
J EXP EDUC	2.9	Q2
J EXP EDUC (THOUSAND OAKS)	1	Q3
J EXP MAR BIOL ECOL	1.8	Q2
J EXP MED	12.6	Q1
J EXP NANOSCI	2.6	Q2
J EXP ORTHOP	2	Q2
J EXP PSYCHOL ANIM LEARN COGN	1.2	Q2
J EXP PSYCHOL APPL	2.7	Q2
J EXP PSYCHOL GEN	3.7	Q1
J EXP PSYCHOL HUM PERCEPT PERFORM	2.1	Q2
J EXP PSYCHOL LEARN MEM COGN	2.2	Q2
J EXP PSYCHOPATHOL	1	Q3
J EXP SOC PSYCHOL	3.2	Q1
J EXP THEOR ARTIF INTELL	1.7	Q3
J EXP ZOOL A ECOL INTEGR PHYSIOL	1.9	Q1
J EXP ZOOL B MOL DEV EVOL	1.8	Q1
J EXPO SCI ENVIRON EPIDEMIOL	4.1	Q1
J EXT	0.4	Q4
J EXTRACELL VESICLES	15.5	Q1
J EYE MOV RES	1.3	Q3
J FAIL ANAL PREV	0.9	Q3
J FAM COMMUN	2.2	Q2
J FAM ECON ISSUES	2.3	Q2
J FAM HIST	0.4	Q3
J FAM ISSUES	1.6	Q2
J FAM NURS	2.6	Q1
J FAM PRACT	1.3	Q4
J FAM PSYCHOL	2.3	Q2
J FAM SOC WORK	0.9	Q3
J FAM STUD	1.4	Q3
J FAM THEORY REV	3.2	Q1
J FAM THER	1.1	Q3
J FAM TRAUMA CHILD CUSTODY CHILD DEV	0.7	Q4
J FAM VIOLENCE	2.7	Q2
J FAMILY COMMUNITY MED	1.9	Q3
J FAMILY MED PRIM CARE	1.1	Q4
J FELINE MED SURG	1.9	Q2
J FEM FAM THER	0.5	Q4
J FIELD ARCHAEOL	1.5	NA
J FIELD ORNITHOL	0.7	Q3
J FIELD ROBOT	4.2	Q2
J FINANC ECON	10.4	Q1
J FINANCE	7.6	Q1
J FIRE SCI	1.9	Q3
J FISH BIOL	1.7	Q2
J FISH DIS	2.2	Q1
J FIXED POINT THEORY APPL	1.4	Q2
J FLOOD RISK MANAG	3	Q2
J FLOW CHEM	2	Q3
J FLUENCY DISORD	2.1	Q1
J FLUID MECH	3.6	Q1
J FLUIDS ENG	1.8	Q3
J FLUIDS STRUCT	3.4	Q1
J FLUOR CHEM	1.7	Q3
J FLUORESC	2.6	Q3
J FOOD BIOCHEM	3.5	Q2
J FOOD COMPOST ANAL	4	Q2
J FOOD DRUG ANAL	2.6	Q2
J FOOD ENG	5.3	Q1
J FOOD PROCESS ENG	2.7	Q2
J FOOD PROCESS PRESERV	2	Q3
J FOOD PROT	2.1	Q3
J FOOD QUAL	2.6	Q2
J FOOD SAF	1.9	Q3
J FOOD SCI	3.2	Q2
J FOOD SCI TECHNOL	2.6	Q2
J FOOT ANKLE RES	2.5	Q1
J FOOT ANKLE SURG	1.3	Q3
J FOR	1.8	Q2
J FOR ECON	0.7	Q3
J FOR RES (HARBIN)	3.4	Q1
J FORAMINIFER RES	0.9	Q4
J FORECAST	3.4	Q2
J FORENS PSYCHIATRY PSYCHOL	0.7	Q4
J FORENSIC LEG MED	1.2	Q3
J FORENSIC NURS	1	Q3
J FORENSIC PSYCHOL RES PRACT	0.7	Q4
J FORENSIC SCI	1.5	Q2
J FORM DES LEARN	1	Q3
J FORMOS MED ASSOC	2.6	Q1
J FOURIER ANAL APPL	1.2	Q2
J FR OPHTALMOL	1.2	Q3
J FRAILTY AGING	3.3	Q2
J FRANKLIN INST	3.7	Q1
J FUNCT ANAL	1.7	Q1
J FUNCT BIOMATER	5	Q2
J FUNCT FOODS	3.8	Q2
J FUNCT MORPHOL KINESIOL	2.6	Q1
J FUNGI (BASEL)	4.2	Q1
J FURTH HIGH EDUC	2.3	Q1
J FUTUR STUD	0.6	Q4
J GAMBL ISSUES	1.3	Q4
J GAMBL STUD	2.4	Q2
J GASTRIC CANCER	3.2	Q2
J GASTROENTEROL	6.9	Q1
J GASTROENTEROL HEPATOL	3.7	Q2
J GASTROINTEST CANCER	1.6	Q4
J GASTROINTEST ONCOL	2	Q3
J GASTROINTEST SURG	2.2	Q2
J GASTROINTESTIN LIVER DIS	2.1	Q3
J GAY LESBIAN MENT HEALTH	1.9	Q3
J GAY LESBIAN SOC SERV	1.3	Q2
J GEN APPL MICROBIOL	0.8	Q4
J GEN FAM MED	1.8	Q2
J GEN INTERN MED	4.3	Q1
J GEN PHILOS SCI	1.2	Q2
J GEN PHYSIOL	3.3	Q1
J GEN PLANT PATHOL	1	Q3
J GEN PSYCHOL	1.9	Q2
J GEN VIROL	3.6	Q2
J GEND STUD	2.2	Q1
J GENE MED	3.2	Q2
J GENET	1.4	Q4
J GENET COUNS	1.9	Q2
J GENET ENG BIOTECHNOL	3.6	Q2
J GENET GENOMICS	6.6	Q1
J GENET PSYCHOL	1.7	Q2
J GENOCIDE RES	2.6	Q1
J GEOCHEM EXPLOR	3.4	Q1
J GEOD	3.9	Q2
J GEODYN	2.1	Q2
J GEOG	2.6	Q1
J GEOGR SYST	2.8	Q1
J GEOL	1.5	Q2
J GEOL SOC LONDON	2.6	Q2
J GEOM	0.7	Q2
J GEOM ANAL	1.2	Q1
J GEOM MECH	1	Q3
J GEOPHYS ENG	1.6	Q3
J GEOPHYS RES ATMOS	3.8	Q2
J GEOPHYS RES BIOGEOSCI	3.7	Q1
J GEOPHYS RES EARTH SURF	3.5	Q1
J GEOPHYS RES OCEANS	3.3	Q1
J GEOPHYS RES PLANETS	3.9	Q1
J GEOPHYS RES SOLID EARTH	3.9	Q1
J GEOPHYS RES SPACE PHYS	2.6	Q2
J GEOTECH GEOENVIRON ENG	3.9	Q1
J GERIATR CARDIOL	1.8	Q3
J GERIATR ONCOL	3	Q2
J GERIATR PHYS THER	1.5	Q3
J GERIATR PSYCHIATRY NEUROL	2.9	Q2
J GERONTOL A BIOL SCI MED SCI	4.3	Q1
J GERONTOL B PSYCHOL SCI SOC SCI	4.8	Q1
J GERONTOL NURS	1.1	Q3
J GERONTOL SOC WORK	1.5	Q2
J GILDED AGE PROGRESS ERA	0.4	Q1
J GINSENG RES	6.8	Q1
J GIZI PANGAN	0.4	Q4
J GLACIOL	2.8	Q2
J GLASS STUD	0.2	NA
J GLAUCOMA	2	Q2
J GLBT FAM STUD	2	Q2
J GLOB ANTIMICROB RESIST	3.7	Q2
J GLOB ECON ANAL	2.2	Q2
J GLOB HEALTH	4.5	Q1
J GLOB HIST	1.7	Q1
J GLOB INFECT DIS	1	Q4
J GLOB OPTIM	1.3	Q4
J GRAPH THEORY	0.9	Q2
J GREAT LAKES RES	2.4	Q1
J GREEN BUILD	0.7	NA
J GRID COMPUT	3.6	Q1
J GYNECOL OBSTET BIOL REPROD (PARIS)	1.7	Q3
J GYNECOL OBSTET HUM REPROD	1.7	Q3
J GYNECOL ONCOL	3.4	Q2
J GYNECOL SURG	0.3	Q4
J HAND MICROSURG	0.3	Q4
J HAND SURG AM	2.1	Q2
J HAND SURG ASIAN PAC VOL	0.5	Q4
J HAND SURG EUR VOL	2	Q2
J HAND THER	2.1	Q2
J HAPPINESS STUD	3.1	Q1
J HARD TISSUE BIOL	0.3	Q4
J HAZARD MATER	12.2	Q1
J HAZARD MATER ADV	5.4	Q1
J HAZARD MATER LETT	6.6	Q1
J HAZARD TOXIC RADIOACT WASTE	2.1	Q3
J HEAD TRAUMA REHABIL	2.4	Q1
J HEADACHE PAIN	7.3	Q1
J HEALTH CARE CHAPLAIN	1.1	Q4
J HEALTH CARE POOR UNDERSERVED	1.2	Q4
J HEALTH COMMUN	3.1	Q1
J HEALTH ECON	3.4	Q1
J HEALTH ECON OUTCOMES RES	2.3	Q2
J HEALTH MANAG	1	Q4
J HEALTH ORGAN MANAG	1.7	Q3
J HEALTH POLIT POLICY LAW	3.3	Q1
J HEALTH POPUL NUTR	2.4	Q2
J HEALTH PSYCHOL	2.5	Q2
J HEALTH RES	0.9	Q4
J HEALTH SERV RES POLICY	1.9	Q3
J HEALTH SOC BEHAV	6.3	Q1
J HEALTHC INFORM RES	5.4	Q1
J HEALTHC LEADERSH	3.4	Q1
J HEALTHC MANAG	1.7	Q3
J HEALTHC QUAL	0.9	Q4
J HEALTHC QUAL RES	1.1	Q4
J HEART LUNG TRANSPLANT	6.4	Q1
J HEAT TRANSFER	2.8	Q2
J HELL STUD	0.7	NA
J HELMINTHOL	1.3	Q2
J HEMATOL	1.3	Q4
J HEMATOL ONCOL	29.5	Q1
J HEMATOP	0.6	Q4
J HEPATOBILIARY PANCREAT SCI	3.2	Q1
J HEPATOCELL CARCINOMA	4.2	Q2
J HEPATOL	26.8	Q1
J HERB MED	2.2	Q2
J HERBS SPICES MED PLANTS	1.2	Q3
J HERED	3	Q2
J HERPETOL	0.8	Q3
J HETEROCYCL CHEM	2	Q2
J HIGH EDUC POLICY MANAG	2.7	Q1
J HIGH ENERGY PHYS	5	Q1
J HIGHER EDUC	2.6	Q1
J HIP PRESERV SURG	1.4	Q3
J HIST BEHAV SCI	0.6	Q3
J HIST BIOL	0.7	Q2
J HIST GEOGR	1.3	Q1
J HIST IDEAS	0.6	NA
J HIST MED ALLIED SCI	0.9	Q2
J HIST NEUROSCI	0.3	Q4
J HIST PHILOS	0.7	NA
J HIST SEX	0.4	Q4
J HIST SOCIOL	0.4	Q4
J HIST SOCIOLING	0.2	Q4
J HISTOCHEM CYTOCHEM	1.9	Q4
J HISTOTECHNOL	0.6	Q4
J HIV AIDS SOC SERV	0.4	Q4
J HOLIST NURS	2	Q2
J HOMEL SECUR EMERG MANAG	0.7	Q4
J HOMOSEX	2.4	Q1
J HOSP INFECT	3.9	Q1
J HOSP LEIS SPORT TOUR EDUC	4.8	Q1
J HOSP MED	2.4	Q1
J HOSP PALLIAT NURS	1.2	Q3
J HOUS BUILT ENVIRON	1.8	Q2
J HOUS ECON	1.4	Q3
J HUM BEHAV SOC ENVIRON	1.2	Q3
J HUM CAP	1.6	Q2
J HUM EVOL	3.1	Q2
J HUM GENET	2.6	Q2
J HUM HYPERTENS	2.7	Q2
J HUM KINET	1.9	Q2
J HUM LACT	2.1	Q2
J HUM NUTR DIET	2.9	Q3
J HUM RESOUR	5.3	Q1
J HUM RIGHTS	1	Q3
J HUM RIGHTS ENVIRON	3	Q1
J HUM RIGHTS PRACT	0.9	Q3
J HUM RIGHTS SOC WORK	1.4	Q2
J HUM SPORT EXERC	0.5	Q4
J HUMAN DEV CAPABIL	1.8	Q3
J HUMANIST PSYCHOL	1.3	Q3
J HUNGER ENVIRON NUTR	1.2	Q4
J HUNTINGTONS DIS	2.1	Q3
J HYDRAUL ENG (N Y)	2.1	Q3
J HYDRODYNAM B	3.4	Q1
J HYDROINFORM	2.2	Q3
J HYDROL (AMST)	5.9	Q1
J HYDROL ENG	2.2	Q3
J HYDROL REG STUD	4.7	Q1
J HYDROL X	3.1	Q2
J HYDROMETEOROL	3.1	Q2
J HYPERTENS	3.3	Q1
J IBER LAT AM STUD	0.4	NA
J IMAGING	2.7	Q3
J IMAGING SCI TECHNOL	0.6	Q4
J IMMIGR MINOR HEALTH	2	Q3
J IMMIGR REFUG STUD	1.3	Q3
J IMMUNOL	3.6	Q2
J IMMUNOL METHODS	1.6	Q4
J IMMUNOL RES	3.5	Q2
J IMMUNOTHER	3.2	Q2
J IMMUNOTHER CANCER	10.3	Q1
J IMMUNOTOXICOL	2.4	Q3
J IMP COMMONW HIST	0.6	Q1
J INCL PHENOM MACROCYCL CHEM	1.7	Q3
J IND ECOL	4.9	Q2
J IND ECON	1.7	Q2
J IND ENG CHEM	5.9	Q1
J IND INF INTEGR	10.4	Q1
J IND MICROBIOL BIOTECHNOL	3.2	Q2
J IND RELAT	2.2	Q2
J IND TEXT	2.2	Q1
J INDIAN INST SCI	1.8	Q2
J INDIAN PHILOS	0.4	NA
J INDIAN PROSTHODONT SOC	1	Q3
J INDIVID DIFFER	1.2	Q4
J INEQUAL APPL	1.5	Q2
J INF SCI	1.8	Q2
J INFECT	14.3	Q1
J INFECT CHEMOTHER	1.9	Q3
J INFECT DEV CTRIES	1.4	Q4
J INFECT DIS	5	Q1
J INFECT PREV	0.9	Q4
J INFECT PUBLIC HEALTH	4.7	Q1
J INFLAMM (LOND)	4.4	Q2
J INFLAMM RES	4.2	Q2
J INFORMETR	3.4	Q1
J INFRARED MILLIM TERAHERTZ WAVES	1.8	Q3
J INFRASTRUCT SYST	2	Q2
J INFUS NURS	2.9	Q1
J INHERIT METAB DIS	4.2	Q2
J INNATE IMMUN	4.7	Q2
J INNOV OPT HEALTH SCI	2.3	Q2
J INORG BIOCHEM	3.8	Q1
J INORG ORGANOMET POLYM MATER	3.9	Q2
J INSECT BEHAV	1	Q3
J INSECT CONSERV	1.9	Q2
J INSECT PHYSIOL	2.3	Q3
J INSECT SCI	2.1	Q1
J INSECTS FOOD FEED	4.7	Q1
J INST BREW	2.4	Q3
J INST THEOR ECON	0.2	Q4
J INSTRUM	1.3	Q3
J INT ADV OTOL	1	Q3
J INT AIDS SOC	4.6	Q1
J INT ASSOC PROVID AIDS CARE	2.2	Q3
J INT BUS STUD	8.6	Q1
J INT CONSUM MARK	1.8	Q3
J INT DEV	1.7	Q3
J INT ECON	3.8	Q1
J INT MED RES	1.4	Q4
J INT MIGR INTEGR	1.3	Q3
J INT MONEY FINANCE	2.8	Q2
J INT NEUROPSYCHOL SOC	2.6	Q2
J INT ORAL HEALTH	0.5	Q4
J INT PHON ASSOC	0.8	Q3
J INT POL THEORY	1.1	Q3
J INT RELAT DEV (LJUBL)	2.3	Q1
J INT SOC PREV COMMUNITY DENT	1.4	Q3
J INT SOC SPORTS NUTR	4.5	Q1
J INT TRADE ECON DEV	2.2	Q2
J INTEGER SEQ	0.3	Q4
J INTEGR AGRIC	4.6	Q1
J INTEGR BIOINFORM	1.5	Q3
J INTEGR CARE (BRIGHTON)	0.8	Q4
J INTEGR COMPLEMENT MED	1.3	Q3
J INTEGR ENVIRON SCI	2.6	Q3
J INTEGR MED	4.2	Q1
J INTEGR NEUROSCI	2.5	Q3
J INTEGR PEST MANAG	2.4	Q1
J INTEGR PLANT BIOL	9.3	Q1
J INTELL	2.8	Q1
J INTELL INF SYST	2.3	Q3
J INTELL MANUF	5.9	Q1
J INTELL MATER SYST STRUCT	2.4	Q3
J INTELL ROBOT SYST	3.1	Q2
J INTELL TRANSP SYST	2.8	Q2
J INTELLECT DEV DISABIL	1.9	Q2
J INTELLECT DISABIL	1.5	Q3
J INTELLECT DISABIL OFFENDING BEHAV	0.5	Q4
J INTELLECT DISABIL RES	2.1	Q1
J INTENSIVE CARE	3.8	Q1
J INTENSIVE CARE MED	3	Q2
J INTENSIVE CARE SOC	2.1	Q3
J INTER DES	1.2	NA
J INTERACT MARKET	6.8	Q1
J INTERACT RES COMMUN DISORD	0.3	Q4
J INTERCULT STUD	1	Q3
J INTERDISCIP HIST	0.3	Q2
J INTERFERON CYTOKINE RES	1.9	Q4
J INTERGENER RELATSH	1.1	Q3
J INTERN MED	9	Q1
J INTERPERS VIOLENCE	2.6	Q2
J INTERPROF CARE	1.9	Q3
J INTERV CARD ELECTROPHYSIOL	2.1	Q3
J INTERV CARDIOL	1.6	Q3
J INVASIVE CARDIOL	1.6	Q3
J INVERSE ILL POSED PROBL	0.9	Q3
J INVERTEBR PATHOL	3.6	Q1
J INVEST DERMATOL	5.7	Q1
J INVEST SURG	2.1	Q2
J INVESTIG ALLERGOL CLIN IMMUNOL	6.1	Q1
J INVESTIG MED	2.5	Q3
J INVESTIG MED HIGH IMPACT CASE REP	0.9	Q3
J ISAKOS	2.7	Q1
J ISL COAST ARCHAEOL	1.4	NA
J ISR HIST	0.5	Q1
J JPN INT ECON	2.6	Q1
J JPN STUD	0.2	Q4
J KIDNEY CANCER VHL	1.9	Q3
J KING SAUD UNIV COMPUT INF SCI	5.2	Q1
J KING SAUD UNIV SCI	3.7	Q1
J KNEE SURG	1.6	Q3
J KNOT THEORY RAMIF	0.3	Q4
J KOREAN ACAD NURS	1	Q3
J KOREAN ASSOC ORAL MAXILLOFAC SURG	0.9	Q3
J KOREAN MED SCI	3	Q1
J KOREAN NEUROSURG SOC	1.4	Q3
J KOREAN PHYS SOC	0.8	Q3
J KOREAN STAT SOC	0.6	Q4
J KUWAIT MED ASSOC	0.1	Q4
J LAB PHYSICIANS	0.9	Q3
J LABELLED COMP RADIOPHARM	0.9	Q4
J LABOR ECON	3.9	Q1
J LABOR RES	1	Q3
J LABOUR MARK RES	1.6	Q2
J LAND USE SCI	2.7	Q1
J LANG EVOL	2.1	NA
J LANG SOC PSYCHOL	2	Q3
J LAPAROENDOSC ADV SURG TECH A	1.1	Q3
J LARYNGOL OTOL	1.1	Q3
J LASER APPL	1.7	Q3
J LASERS MED SCI	1.4	Q3
J LAT AM CARIBB ANTHROPOL	0.7	Q3
J LAT AM STUD	0.7	NA
J LAT EDUC	0.9	Q3
J LAT PSYCHOL	2.1	Q3
J LAW BIOSCI	2.5	Q1
J LAW ECON	2.2	Q1
J LAW ECON ORGAN	1.3	Q1
J LAW MED	0.6	Q2
J LAW MED ETHICS	1.6	Q2
J LAW RELIG	0.6	NA
J LAW SOC	1.3	Q3
J LEADERSH ORGAN STUD	5	Q1
J LEARN DISABIL	2.4	Q1
J LEG MED	0.3	Q4
J LEGAL HIST	0.6	Q1
J LEGAL STUD	0.9	Q2
J LEGIS STUD	1	Q2
J LEIS RES	2.5	Q1
J LESBIAN STUD	1.1	Q2
J LEUKOC BIOL	3.6	Q2
J LGBT YOUTH	2.2	Q1
J LIBR ADM	1	Q3
J LIBRARIANSH INF SCI	1.4	Q2
J LIGHTWAVE TECHNOL	4.1	Q2
J LIMNOL	0.9	Q4
J LINGUIST	0.8	Q3
J LIPID RES	5	Q1
J LIPIDS	5.9	Q1
J LIPOSOME RES	3.6	Q2
J LIQ CHROMATOGR RELAT TECHNOL	1	Q4
J LIT RES	1.4	Q3
J LOCAT BASED SERV	1.2	Q4
J LOGIC LANG INF	0.7	NA
J LOND MATH SOC	1	Q1
J LOSS PREV PROCESS IND	3.6	Q2
J LOSS TRAUMA	2.5	Q2
J LOW GENIT TRACT DIS	2.4	Q2
J LUMIN	3.3	Q2
J MACH LEARN RES	4.3	Q2
J MACROECON	1.3	Q3
J MACROMOL SCI PHYS	1.2	Q4
J MAGN MAGN MATER	2.5	Q3
J MAGN RESON	2	Q2
J MAGN RESON IMAGING	3.3	Q1
J MAGN RESON OPEN	1.5	Q3
J MAMM EVOL	1.6	Q2
J MAMMAL	1.5	Q2
J MAMMARY GLAND BIOL NEOPLASIA	3	Q2
J MAN MANIP THER	1.6	Q2
J MANAG CARE SPEC PHARM	2.3	Q3
J MANAG CONTROL	2.1	Q3
J MANAG EDUC (NEWBURY PARK)	2.5	Q1
J MANAG INF SYST	5.9	Q1
J MANAG INQ	4.1	Q2
J MANAGE	9.3	Q1
J MANIPULATIVE PHYSIOL THER	1.2	Q3
J MANUF PROCESS	6.1	Q1
J MANUF SCI ENG	2.4	Q2
J MANUF SYST	12.2	Q1
J MAP GEOGR LIBR	0.3	Q4
J MAPS	1.9	Q3
J MAR BIOL ASSOC U K	1.1	Q3
J MAR SCI ENG	2.7	Q2
J MAR SCI TECHNOL	2.7	Q1
J MAR SYST	2.7	Q2
J MARITAL FAM THER	1.8	Q3
J MARK	11.5	Q1
J MARK RES	5.1	Q1
J MARRIAGE FAM	2.7	Q1
J MASS SPECTROM	1.9	Q2
J MASS SPECTROM ADV CLIN LAB	3.1	Q2
J MATER CHEM A MATER	10.7	Q1
J MATER CHEM B	6.1	Q1
J MATER CHEM C MATER	5.7	Q1
J MATER CULT	0.9	Q2
J MATER CYCLES WASTE MANAG	2.7	Q3
J MATER ENG PERFORM	2.2	Q3
J MATER PROCESS TECHNOL	6.7	Q1
J MATER RES TECHNOL	6.2	Q1
J MATER SCI	3.5	Q2
J MATER SCI MATER ELECTRON	2.8	Q2
J MATER SCI MATER MED	4.2	Q2
J MATER SCI TECHNOL	11.2	Q1
J MATERN FETAL NEONATAL MED	1.7	Q3
J MATH ANAL APPL	1.2	Q2
J MATH BIOL	2.2	Q2
J MATH CHEM	1.7	Q2
J MATH CRYPTOL	0.5	Q4
J MATH DIDAKT	0.9	Q3
J MATH ECON	1	Q3
J MATH FLUID MECH	1.2	Q4
J MATH IMAGING VIS	1.3	Q2
J MATH IND	1.2	Q3
J MATH PHYS	1.2	Q3
J MATH PSYCHOL	2.2	Q2
J MATH PURES APPL	2.1	Q1
J MATH SOCIOL	1.3	Q3
J MAXILLOFAC ORAL SURG	0.8	Q4
J MECH BEHAV BIOMED MATER	3.3	Q3
J MECH BEHAV MATER	1.7	Q3
J MECH DES N Y	2.9	Q2
J MECH MATER STRUCT	0.9	Q4
J MECH MED BIOL	0.8	Q4
J MECH PHYS SOLIDS	5	Q2
J MECH ROBOT	2.2	Q3
J MED BIOCHEM	2	Q4
J MED BIOGR	0.3	Q3
J MED BIOL ENG	1.6	Q4
J MED CASE REP	0.9	Q3
J MED CHEM	6.8	Q1
J MED DEVICE	0.8	Q4
J MED ECON	2.9	Q1
J MED EDUC CURRIC DEV	2	Q2
J MED ENTOMOL	2.1	Q1
J MED ETHICS	3.3	Q1
J MED ETHICS HIST MED	0.9	Q3
J MED FOOD	1.7	Q4
J MED GENET	3.5	Q2
J MED HUMANIT	1.2	NA
J MED IMAGING (BELLINGHAM)	1.9	Q3
J MED IMAGING RADIAT ONCOL	2.2	Q2
J MED IMAGING RADIAT SCI	1.3	Q3
J MED INTERNET RES	5.8	Q1
J MED INVEST	0.7	Q4
J MED LIBR ASSOC	2.9	Q1
J MED MICROBIOL	2.4	Q3
J MED PHILOS	1.3	Q4
J MED PHYS	0.7	Q4
J MED PRIMATOL	0.8	Q3
J MED RADIAT SCI	1.8	Q3
J MED SCREEN	2.6	Q2
J MED SIGNALS SENS	1.3	Q4
J MED SYST	3.5	Q2
J MED TOXICOL	2.5	Q3
J MED ULTRASON (2001)	1.9	Q3
J MED ULTRASOUND	0.9	Q4
J MED VIROL	6.8	Q1
J MEDIA BUS STUD	0.6	Q4
J MEDIA PSYCHOL	1.7	Q2
J MEDIEV HIST	0.3	NA
J MEDIEV IBER STUD	0.4	NA
J MEM LANG	2.9	Q1
J MEMBR BIOL	2.3	Q3
J MENS HEALTH	0.6	Q4
J MENT HEALTH	2.9	Q1
J MENT HEALTH POLICY ECON	1	Q4
J MENT HEALTH RES INTELLECT DISABIL	1.6	Q2
J MENT HEALTH TRAIN EDUC PRACT	0.9	Q4
J METAMORPH GEOL	3.5	Q1
J MEX CHEM SOC	1.1	Q3
J MICRO NANOLITHOGR MEMS MOEMS	1.5	Q3
J MICRO NANOMANUF	1	Q4
J MICROBIO ROBOT	1.6	Q3
J MICROBIOL	3.3	Q2
J MICROBIOL BIOL EDUC	1.6	Q2
J MICROBIOL BIOTECHNOL	2.5	Q3
J MICROBIOL IMMUNOL INFECT	4.5	Q1
J MICROBIOL METHODS	1.7	Q4
J MICROELECTROMECH SYST	2.5	Q2
J MICROENCAPSUL	3	Q2
J MICROMECH MICROENG	2.4	Q3
J MICROSC	1.5	Q3
J MICROW POWER ELECTROMAGN ENERGY	0.9	Q4
J MIDLIFE HEALTH	1.2	Q3
J MIDWIFERY WOMENS HEALTH	2.1	Q2
J MIGR HEALTH	3.9	Q1
J MIL HIST	0.1	Q3
J MIL VETERAN FAM HEALTH	0.7	Q4
J MIL VETERANS HEALTH	0.3	Q3
J MINIM ACCESS SURG	1	Q3
J MINIM INVASIVE GYNECOL	3.5	Q1
J MIX METHODS RES	3.8	Q1
J MOD AFR STUD	1.3	Q1
J MOD EUR HIST	0.3	Q2
J MOD HIST	0.7	Q1
J MOD ITAL STUD	0.6	Q1
J MOD JEW STUD	0.4	NA
J MOD OPT	1.2	Q4
J MOL BIOL	4.7	Q1
J MOL CELL BIOL	5.3	Q2
J MOL CELL CARDIOL	4.9	Q2
J MOL DIAGN	3.4	Q1
J MOL ENDOCRINOL	3.6	Q2
J MOL ENG MATER	2.4	Q3
J MOL EVOL	2.1	Q3
J MOL GRAPH MODEL	2.7	Q2
J MOL HISTOL	2.9	Q3
J MOL LIQ	5.3	Q1
J MOL MED (BERL)	4.8	Q1
J MOL MODEL	2.1	Q3
J MOL NEUROSCI	2.8	Q2
J MOL RECOGNIT	2.3	Q3
J MOL SPECTROSC	1.4	Q3
J MOL STRUCT	4	Q2
J MOLLUSCAN STUD	1.9	Q1
J MONET ECON	4.3	Q1
J MONEY CREDIT BANK	1.2	Q3
J MORAL EDUC	1.7	Q2
J MORAL PHILOS	1.1	NA
J MORPHOL	1.5	Q2
J MOT BEHAV	1.1	Q3
J MOT LEARN DEV	0.8	Q4
J MOV DISORD	2.5	Q2
J MT SCI	2.3	Q3
J MULTICULT COUNS DEVEL	0.8	Q4
J MULTIDISCIP HEALTHC	2.7	Q2
J MULTILING MULTICULT DEV	2.7	Q1
J MULTIVAR ANAL	1.4	Q2
J MUS EDUC	0.8	Q3
J MUSCLE RES CELL MOTIL	1.8	Q4
J MUSCULOSKELET NEURONAL INTERACT	1.7	Q4
J MUSLIM MENT HEALTH	0.5	Q4
J MUSLIM MINOR AFF	0.4	NA
J MYCOL MED	2.2	Q3
J NANOBIOTECHNOLOGY	10.6	Q1
J NANOPART RES	2.1	Q3
J NANOPHOTONICS	1.1	Q4
J NANOSTRUCTURE CHEM	8.6	Q1
J NANOTECHNOL	3.9	Q2
J NAT CONSERV	2.2	Q2
J NAT GAS SCI ENG	4.9	Q1
J NAT HIST	0.8	Q3
J NAT MED	2.5	Q3
J NAT PROD	3.3	Q1
J NATL CANCER CENT	7.6	Q1
J NATL CANCER INST	9.9	Q1
J NATL COMPR CANC NETW	14.8	Q1
J NATL MED ASSOC	2.5	Q1
J NAVIG	1.9	Q2
J NEAR EAST STUD	0.6	NA
